Econ,Glob,Loc,trial,subject,response_var
4,4,3,trial_69,subject_31,0
5,4,3,trial_70,subject_31,0
1,5,3,trial_71,subject_31,0
2,5,3,trial_72,subject_31,0
3,5,3,trial_73,subject_31,0
4,5,3,trial_74,subject_31,0
5,5,3,trial_75,subject_31,0
1,1,4,trial_76,subject_31,0
2,1,4,trial_77,subject_31,0
3,1,4,trial_78,subject_31,0
4,1,4,trial_79,subject_31,0
5,1,4,trial_80,subject_31,0
1,2,4,trial_81,subject_31,0
2,2,4,trial_82,subject_31,0
3,2,4,trial_83,subject_31,0
4,2,4,trial_84,subject_31,0
5,2,4,trial_85,subject_31,0
1,3,4,trial_86,subject_31,0
2,3,4,trial_87,subject_31,0
3,3,4,trial_88,subject_31,0
4,3,4,trial_89,subject_31,0
5,3,4,trial_90,subject_31,0
1,4,4,trial_91,subject_31,0
2,4,4,trial_92,subject_31,0
3,4,4,trial_93,subject_31,0
4,4,4,trial_94,subject_31,0
5,4,4,trial_95,subject_31,0
1,5,4,trial_96,subject_31,0
2,5,4,trial_97,subject_31,0
3,5,4,trial_98,subject_31,0
4,5,4,trial_99,subject_31,0
5,5,4,trial_100,subject_31,0
1,1,5,trial_101,subject_31,0
2,1,5,trial_102,subject_31,0
3,1,5,trial_103,subject_31,0
4,1,5,trial_104,subject_31,0
5,1,5,trial_105,subject_31,0
1,2,5,trial_106,subject_31,0
2,2,5,trial_107,subject_31,0
3,2,5,trial_108,subject_31,0
4,2,5,trial_109,subject_31,0
5,2,5,trial_110,subject_31,0
1,3,5,trial_111,subject_31,0
2,3,5,trial_112,subject_31,0
3,3,5,trial_113,subject_31,0
4,3,5,trial_114,subject_31,0
5,3,5,trial_115,subject_31,0
1,4,5,trial_116,subject_31,0
2,4,5,trial_117,subject_31,0
3,4,5,trial_118,subject_31,0
4,4,5,trial_119,subject_31,0
5,4,5,trial_120,subject_31,0
1,5,5,trial_121,subject_31,0
2,5,5,trial_122,subject_31,0
3,5,5,trial_123,subject_31,0
4,5,5,trial_124,subject_31,0
5,5,5,trial_125,subject_31,0
1,1,1,trial_1,subject_32,0
2,1,1,trial_2,subject_32,0
3,1,1,trial_3,subject_32,0
4,1,1,trial_4,subject_32,0
5,1,1,trial_5,subject_32,0
1,2,1,trial_6,subject_32,0
2,2,1,trial_7,subject_32,0
3,2,1,trial_8,subject_32,0
4,2,1,trial_9,subject_32,0
5,2,1,trial_10,subject_32,0
1,3,1,trial_11,subject_32,0
2,3,1,trial_12,subject_32,0
3,3,1,trial_13,subject_32,0
4,3,1,trial_14,subject_32,0
5,3,1,trial_15,subject_32,0
1,4,1,trial_16,subject_32,0
2,4,1,trial_17,subject_32,0
3,4,1,trial_18,subject_32,0
4,4,1,trial_19,subject_32,0
5,4,1,trial_20,subject_32,0
1,5,1,trial_21,subject_32,0
2,5,1,trial_22,subject_32,0
3,5,1,trial_23,subject_32,0
4,5,1,trial_24,subject_32,0
5,5,1,trial_25,subject_32,0
1,1,2,trial_26,subject_32,0
2,1,2,trial_27,subject_32,0
3,1,2,trial_28,subject_32,0
4,1,2,trial_29,subject_32,0
5,1,2,trial_30,subject_32,0
1,2,2,trial_31,subject_32,0
2,2,2,trial_32,subject_32,0
3,2,2,trial_33,subject_32,0
4,2,2,trial_34,subject_32,0
5,2,2,trial_35,subject_32,0
1,3,2,trial_36,subject_32,0
2,3,2,trial_37,subject_32,0
3,3,2,trial_38,subject_32,0
4,3,2,trial_39,subject_32,0
5,3,2,trial_40,subject_32,0
1,4,2,trial_41,subject_32,0
2,4,2,trial_42,subject_32,0
3,4,2,trial_43,subject_32,0
4,4,2,trial_44,subject_32,0
5,4,2,trial_45,subject_32,0
1,5,2,trial_46,subject_32,0
2,5,2,trial_47,subject_32,0
3,5,2,trial_48,subject_32,0
4,5,2,trial_49,subject_32,0
5,5,2,trial_50,subject_32,0
1,1,3,trial_51,subject_32,0
2,1,3,trial_52,subject_32,0
3,1,3,trial_53,subject_32,0
4,1,3,trial_54,subject_32,0
5,1,3,trial_55,subject_32,0
1,2,3,trial_56,subject_32,0
2,2,3,trial_57,subject_32,0
3,2,3,trial_58,subject_32,0
4,2,3,trial_59,subject_32,0
5,2,3,trial_60,subject_32,0
1,3,3,trial_61,subject_32,0
2,3,3,trial_62,subject_32,0
3,3,3,trial_63,subject_32,0
4,3,3,trial_64,subject_32,0
5,3,3,trial_65,subject_32,0
1,4,3,trial_66,subject_32,0
2,4,3,trial_67,subject_32,0
3,4,3,trial_68,subject_32,0
4,4,3,trial_69,subject_32,0
5,4,3,trial_70,subject_32,0
1,5,3,trial_71,subject_32,0
2,5,3,trial_72,subject_32,0
3,5,3,trial_73,subject_32,0
4,5,3,trial_74,subject_32,0
5,5,3,trial_75,subject_32,0
1,1,4,trial_76,subject_32,0
2,1,4,trial_77,subject_32,0
3,1,4,trial_78,subject_32,0
4,1,4,trial_79,subject_32,0
5,1,4,trial_80,subject_32,0
1,2,4,trial_81,subject_32,0
2,2,4,trial_82,subject_32,0
3,2,4,trial_83,subject_32,0
4,2,4,trial_84,subject_32,0
5,2,4,trial_85,subject_32,0
1,3,4,trial_86,subject_32,0
2,3,4,trial_87,subject_32,0
3,3,4,trial_88,subject_32,0
4,3,4,trial_89,subject_32,0
5,3,4,trial_90,subject_32,0
1,4,4,trial_91,subject_32,0
2,4,4,trial_92,subject_32,0
3,4,4,trial_93,subject_32,0
4,4,4,trial_94,subject_32,0
5,4,4,trial_95,subject_32,0
1,5,4,trial_96,subject_32,0
2,5,4,trial_97,subject_32,0
3,5,4,trial_98,subject_32,0
4,5,4,trial_99,subject_32,0
5,5,4,trial_100,subject_32,0
1,1,5,trial_101,subject_32,0
2,1,5,trial_102,subject_32,0
3,1,5,trial_103,subject_32,0
4,1,5,trial_104,subject_32,0
5,1,5,trial_105,subject_32,0
1,2,5,trial_106,subject_32,0
2,2,5,trial_107,subject_32,0
3,2,5,trial_108,subject_32,0
4,2,5,trial_109,subject_32,0
5,2,5,trial_110,subject_32,0
1,3,5,trial_111,subject_32,0
2,3,5,trial_112,subject_32,0
3,3,5,trial_113,subject_32,0
4,3,5,trial_114,subject_32,0
5,3,5,trial_115,subject_32,0
1,4,5,trial_116,subject_32,0
2,4,5,trial_117,subject_32,0
3,4,5,trial_118,subject_32,0
4,4,5,trial_119,subject_32,0
5,4,5,trial_120,subject_32,0
1,5,5,trial_121,subject_32,0
2,5,5,trial_122,subject_32,0
3,5,5,trial_123,subject_32,0
4,5,5,trial_124,subject_32,0
5,5,5,trial_125,subject_32,0
1,1,1,trial_1,subject_33,0
2,1,1,trial_2,subject_33,1
3,1,1,trial_3,subject_33,0
4,1,1,trial_4,subject_33,0
5,1,1,trial_5,subject_33,0
1,2,1,trial_6,subject_33,0
2,2,1,trial_7,subject_33,0
3,2,1,trial_8,subject_33,0
4,2,1,trial_9,subject_33,0
5,2,1,trial_10,subject_33,0
1,3,1,trial_11,subject_33,0
2,3,1,trial_12,subject_33,0
3,3,1,trial_13,subject_33,0
4,3,1,trial_14,subject_33,0
5,3,1,trial_15,subject_33,0
1,4,1,trial_16,subject_33,0
2,4,1,trial_17,subject_33,0
3,4,1,trial_18,subject_33,0
4,4,1,trial_19,subject_33,0
5,4,1,trial_20,subject_33,0
1,5,1,trial_21,subject_33,0
2,5,1,trial_22,subject_33,0
3,5,1,trial_23,subject_33,0
4,5,1,trial_24,subject_33,0
5,5,1,trial_25,subject_33,0
1,1,2,trial_26,subject_33,0
2,1,2,trial_27,subject_33,0
3,1,2,trial_28,subject_33,0
4,1,2,trial_29,subject_33,0
5,1,2,trial_30,subject_33,0
1,2,2,trial_31,subject_33,0
2,2,2,trial_32,subject_33,0
3,2,2,trial_33,subject_33,0
4,2,2,trial_34,subject_33,0
5,2,2,trial_35,subject_33,0
1,3,2,trial_36,subject_33,0
2,3,2,trial_37,subject_33,0
3,3,2,trial_38,subject_33,0
4,3,2,trial_39,subject_33,0
5,3,2,trial_40,subject_33,0
1,4,2,trial_41,subject_33,0
2,4,2,trial_42,subject_33,0
3,4,2,trial_43,subject_33,0
4,4,2,trial_44,subject_33,0
5,4,2,trial_45,subject_33,0
1,5,2,trial_46,subject_33,0
2,5,2,trial_47,subject_33,0
3,5,2,trial_48,subject_33,0
4,5,2,trial_49,subject_33,0
5,5,2,trial_50,subject_33,0
1,1,3,trial_51,subject_33,0
2,1,3,trial_52,subject_33,0
3,1,3,trial_53,subject_33,0
4,1,3,trial_54,subject_33,0
5,1,3,trial_55,subject_33,0
1,2,3,trial_56,subject_33,0
2,2,3,trial_57,subject_33,0
3,2,3,trial_58,subject_33,0
4,2,3,trial_59,subject_33,0
5,2,3,trial_60,subject_33,0
1,3,3,trial_61,subject_33,0
2,3,3,trial_62,subject_33,0
3,3,3,trial_63,subject_33,0
4,3,3,trial_64,subject_33,0
5,3,3,trial_65,subject_33,0
1,4,3,trial_66,subject_33,0
2,4,3,trial_67,subject_33,0
3,4,3,trial_68,subject_33,0
4,4,3,trial_69,subject_33,0
5,4,3,trial_70,subject_33,0
1,5,3,trial_71,subject_33,0
2,5,3,trial_72,subject_33,0
3,5,3,trial_73,subject_33,0
4,5,3,trial_74,subject_33,0
5,5,3,trial_75,subject_33,0
1,1,4,trial_76,subject_33,0
2,1,4,trial_77,subject_33,0
3,1,4,trial_78,subject_33,0
4,1,4,trial_79,subject_33,0
5,1,4,trial_80,subject_33,0
1,2,4,trial_81,subject_33,0
2,2,4,trial_82,subject_33,0
3,2,4,trial_83,subject_33,0
4,2,4,trial_84,subject_33,0
5,2,4,trial_85,subject_33,0
1,3,4,trial_86,subject_33,0
2,3,4,trial_87,subject_33,0
3,3,4,trial_88,subject_33,0
4,3,4,trial_89,subject_33,0
5,3,4,trial_90,subject_33,0
1,4,4,trial_91,subject_33,0
2,4,4,trial_92,subject_33,0
3,4,4,trial_93,subject_33,0
4,4,4,trial_94,subject_33,0
5,4,4,trial_95,subject_33,0
1,5,4,trial_96,subject_33,0
2,5,4,trial_97,subject_33,0
3,5,4,trial_98,subject_33,0
4,5,4,trial_99,subject_33,0
5,5,4,trial_100,subject_33,0
1,1,5,trial_101,subject_33,0
2,1,5,trial_102,subject_33,0
3,1,5,trial_103,subject_33,0
4,1,5,trial_104,subject_33,0
5,1,5,trial_105,subject_33,0
1,2,5,trial_106,subject_33,0
2,2,5,trial_107,subject_33,0
3,2,5,trial_108,subject_33,0
4,2,5,trial_109,subject_33,0
5,2,5,trial_110,subject_33,0
1,3,5,trial_111,subject_33,0
2,3,5,trial_112,subject_33,0
3,3,5,trial_113,subject_33,0
4,3,5,trial_114,subject_33,0
5,3,5,trial_115,subject_33,0
1,4,5,trial_116,subject_33,0
2,4,5,trial_117,subject_33,0
3,4,5,trial_118,subject_33,0
4,4,5,trial_119,subject_33,0
5,4,5,trial_120,subject_33,0
1,5,5,trial_121,subject_33,0
2,5,5,trial_122,subject_33,0
3,5,5,trial_123,subject_33,0
4,5,5,trial_124,subject_33,0
5,5,5,trial_125,subject_33,0
1,1,1,trial_1,subject_34,0
2,1,1,trial_2,subject_34,0
3,1,1,trial_3,subject_34,0
4,1,1,trial_4,subject_34,0
5,1,1,trial_5,subject_34,0
1,2,1,trial_6,subject_34,0
2,2,1,trial_7,subject_34,0
3,2,1,trial_8,subject_34,0
4,2,1,trial_9,subject_34,0
5,2,1,trial_10,subject_34,0
1,3,1,trial_11,subject_34,0
2,3,1,trial_12,subject_34,0
3,3,1,trial_13,subject_34,0
4,3,1,trial_14,subject_34,0
5,3,1,trial_15,subject_34,0
1,4,1,trial_16,subject_34,0
2,4,1,trial_17,subject_34,0
3,4,1,trial_18,subject_34,0
4,4,1,trial_19,subject_34,0
5,4,1,trial_20,subject_34,0
1,5,1,trial_21,subject_34,0
2,5,1,trial_22,subject_34,0
3,5,1,trial_23,subject_34,0
4,5,1,trial_24,subject_34,0
5,5,1,trial_25,subject_34,0
1,1,2,trial_26,subject_34,0
2,1,2,trial_27,subject_34,0
3,1,2,trial_28,subject_34,0
4,1,2,trial_29,subject_34,0
5,1,2,trial_30,subject_34,0
1,2,2,trial_31,subject_34,0
2,2,2,trial_32,subject_34,0
3,2,2,trial_33,subject_34,0
4,2,2,trial_34,subject_34,0
5,2,2,trial_35,subject_34,0
1,3,2,trial_36,subject_34,0
2,3,2,trial_37,subject_34,0
3,3,2,trial_38,subject_34,0
4,3,2,trial_39,subject_34,0
5,3,2,trial_40,subject_34,0
1,4,2,trial_41,subject_34,0
2,4,2,trial_42,subject_34,0
3,4,2,trial_43,subject_34,0
4,4,2,trial_44,subject_34,0
5,4,2,trial_45,subject_34,0
1,5,2,trial_46,subject_34,0
2,5,2,trial_47,subject_34,0
3,5,2,trial_48,subject_34,0
4,5,2,trial_49,subject_34,0
5,5,2,trial_50,subject_34,0
1,1,3,trial_51,subject_34,0
2,1,3,trial_52,subject_34,0
3,1,3,trial_53,subject_34,0
4,1,3,trial_54,subject_34,0
5,1,3,trial_55,subject_34,0
1,2,3,trial_56,subject_34,0
2,2,3,trial_57,subject_34,0
3,2,3,trial_58,subject_34,0
4,2,3,trial_59,subject_34,0
5,2,3,trial_60,subject_34,0
1,3,3,trial_61,subject_34,0
2,3,3,trial_62,subject_34,0
3,3,3,trial_63,subject_34,0
4,3,3,trial_64,subject_34,0
5,3,3,trial_65,subject_34,0
1,4,3,trial_66,subject_34,0
2,4,3,trial_67,subject_34,0
3,4,3,trial_68,subject_34,0
4,4,3,trial_69,subject_34,0
5,4,3,trial_70,subject_34,0
1,5,3,trial_71,subject_34,0
2,5,3,trial_72,subject_34,0
3,5,3,trial_73,subject_34,0
4,5,3,trial_74,subject_34,0
5,5,3,trial_75,subject_34,0
1,1,4,trial_76,subject_34,0
2,1,4,trial_77,subject_34,0
3,1,4,trial_78,subject_34,0
4,1,4,trial_79,subject_34,0
5,1,4,trial_80,subject_34,0
1,2,4,trial_81,subject_34,0
2,2,4,trial_82,subject_34,0
3,2,4,trial_83,subject_34,0
4,2,4,trial_84,subject_34,0
5,2,4,trial_85,subject_34,0
1,3,4,trial_86,subject_34,0
2,3,4,trial_87,subject_34,0
3,3,4,trial_88,subject_34,0
4,3,4,trial_89,subject_34,0
5,3,4,trial_90,subject_34,0
1,4,4,trial_91,subject_34,0
2,4,4,trial_92,subject_34,0
3,4,4,trial_93,subject_34,0
4,4,4,trial_94,subject_34,0
5,4,4,trial_95,subject_34,0
1,5,4,trial_96,subject_34,0
2,5,4,trial_97,subject_34,0
3,5,4,trial_98,subject_34,0
4,5,4,trial_99,subject_34,0
5,5,4,trial_100,subject_34,0
1,1,5,trial_101,subject_34,0
2,1,5,trial_102,subject_34,0
3,1,5,trial_103,subject_34,0
4,1,5,trial_104,subject_34,0
5,1,5,trial_105,subject_34,0
1,2,5,trial_106,subject_34,0
2,2,5,trial_107,subject_34,0
3,2,5,trial_108,subject_34,0
4,2,5,trial_109,subject_34,0
5,2,5,trial_110,subject_34,0
1,3,5,trial_111,subject_34,0
2,3,5,trial_112,subject_34,0
3,3,5,trial_113,subject_34,0
4,3,5,trial_114,subject_34,0
5,3,5,trial_115,subject_34,0
1,4,5,trial_116,subject_34,0
2,4,5,trial_117,subject_34,0
3,4,5,trial_118,subject_34,0
4,4,5,trial_119,subject_34,0
5,4,5,trial_120,subject_34,0
1,5,5,trial_121,subject_34,0
2,5,5,trial_122,subject_34,0
3,5,5,trial_123,subject_34,0
4,5,5,trial_124,subject_34,0
5,5,5,trial_125,subject_34,0
1,1,1,trial_1,subject_35,0
2,1,1,trial_2,subject_35,0
3,1,1,trial_3,subject_35,0
4,1,1,trial_4,subject_35,0
5,1,1,trial_5,subject_35,0
1,2,1,trial_6,subject_35,0
2,2,1,trial_7,subject_35,0
3,2,1,trial_8,subject_35,0
4,2,1,trial_9,subject_35,0
5,2,1,trial_10,subject_35,0
1,3,1,trial_11,subject_35,0
2,3,1,trial_12,subject_35,0
3,3,1,trial_13,subject_35,0
4,3,1,trial_14,subject_35,0
5,3,1,trial_15,subject_35,0
1,4,1,trial_16,subject_35,0
2,4,1,trial_17,subject_35,0
3,4,1,trial_18,subject_35,0
4,4,1,trial_19,subject_35,0
5,4,1,trial_20,subject_35,0
1,5,1,trial_21,subject_35,0
2,5,1,trial_22,subject_35,0
3,5,1,trial_23,subject_35,0
4,5,1,trial_24,subject_35,0
5,5,1,trial_25,subject_35,0
1,1,2,trial_26,subject_35,0
2,1,2,trial_27,subject_35,0
3,1,2,trial_28,subject_35,0
4,1,2,trial_29,subject_35,0
5,1,2,trial_30,subject_35,0
1,2,2,trial_31,subject_35,0
2,2,2,trial_32,subject_35,0
3,2,2,trial_33,subject_35,0
4,2,2,trial_34,subject_35,0
5,2,2,trial_35,subject_35,0
1,3,2,trial_36,subject_35,0
2,3,2,trial_37,subject_35,0
3,3,2,trial_38,subject_35,0
4,3,2,trial_39,subject_35,0
5,3,2,trial_40,subject_35,0
1,4,2,trial_41,subject_35,0
2,4,2,trial_42,subject_35,0
3,4,2,trial_43,subject_35,0
4,4,2,trial_44,subject_35,0
5,4,2,trial_45,subject_35,0
1,5,2,trial_46,subject_35,0
2,5,2,trial_47,subject_35,0
3,5,2,trial_48,subject_35,0
4,5,2,trial_49,subject_35,0
5,5,2,trial_50,subject_35,0
1,1,3,trial_51,subject_35,0
2,1,3,trial_52,subject_35,0
3,1,3,trial_53,subject_35,0
4,1,3,trial_54,subject_35,0
5,1,3,trial_55,subject_35,0
1,2,3,trial_56,subject_35,0
2,2,3,trial_57,subject_35,0
3,2,3,trial_58,subject_35,0
4,2,3,trial_59,subject_35,0
5,2,3,trial_60,subject_35,0
1,3,3,trial_61,subject_35,0
2,3,3,trial_62,subject_35,0
3,3,3,trial_63,subject_35,0
4,3,3,trial_64,subject_35,0
5,3,3,trial_65,subject_35,0
1,4,3,trial_66,subject_35,0
2,4,3,trial_67,subject_35,0
3,4,3,trial_68,subject_35,0
4,4,3,trial_69,subject_35,0
5,4,3,trial_70,subject_35,0
1,5,3,trial_71,subject_35,0
2,5,3,trial_72,subject_35,0
3,5,3,trial_73,subject_35,0
4,5,3,trial_74,subject_35,0
5,5,3,trial_75,subject_35,0
1,1,4,trial_76,subject_35,0
2,1,4,trial_77,subject_35,0
3,1,4,trial_78,subject_35,0
4,1,4,trial_79,subject_35,0
5,1,4,trial_80,subject_35,0
1,2,4,trial_81,subject_35,0
2,2,4,trial_82,subject_35,0
3,2,4,trial_83,subject_35,0
4,2,4,trial_84,subject_35,0
5,2,4,trial_85,subject_35,0
1,3,4,trial_86,subject_35,0
2,3,4,trial_87,subject_35,0
3,3,4,trial_88,subject_35,0
4,3,4,trial_89,subject_35,0
5,3,4,trial_90,subject_35,0
1,4,4,trial_91,subject_35,0
2,4,4,trial_92,subject_35,0
3,4,4,trial_93,subject_35,0
4,4,4,trial_94,subject_35,0
5,4,4,trial_95,subject_35,0
1,5,4,trial_96,subject_35,0
2,5,4,trial_97,subject_35,0
3,5,4,trial_98,subject_35,0
4,5,4,trial_99,subject_35,0
5,5,4,trial_100,subject_35,0
1,1,5,trial_101,subject_35,0
2,1,5,trial_102,subject_35,0
3,1,5,trial_103,subject_35,0
4,1,5,trial_104,subject_35,0
5,1,5,trial_105,subject_35,0
1,2,5,trial_106,subject_35,0
2,2,5,trial_107,subject_35,0
3,2,5,trial_108,subject_35,0
4,2,5,trial_109,subject_35,0
5,2,5,trial_110,subject_35,0
1,3,5,trial_111,subject_35,0
2,3,5,trial_112,subject_35,0
3,3,5,trial_113,subject_35,0
4,3,5,trial_114,subject_35,0
5,3,5,trial_115,subject_35,0
1,4,5,trial_116,subject_35,0
2,4,5,trial_117,subject_35,0
3,4,5,trial_118,subject_35,0
4,4,5,trial_119,subject_35,0
5,4,5,trial_120,subject_35,0
1,5,5,trial_121,subject_35,0
2,5,5,trial_122,subject_35,0
3,5,5,trial_123,subject_35,0
4,5,5,trial_124,subject_35,0
5,5,5,trial_125,subject_35,0
1,1,1,trial_1,subject_36,0
2,1,1,trial_2,subject_36,0
3,1,1,trial_3,subject_36,0
4,1,1,trial_4,subject_36,0
5,1,1,trial_5,subject_36,0
1,2,1,trial_6,subject_36,0
2,2,1,trial_7,subject_36,0
3,2,1,trial_8,subject_36,0
4,2,1,trial_9,subject_36,0
5,2,1,trial_10,subject_36,0
1,3,1,trial_11,subject_36,0
2,3,1,trial_12,subject_36,0
3,3,1,trial_13,subject_36,0
4,3,1,trial_14,subject_36,0
5,3,1,trial_15,subject_36,0
1,4,1,trial_16,subject_36,0
2,4,1,trial_17,subject_36,0
3,4,1,trial_18,subject_36,0
4,4,1,trial_19,subject_36,0
5,4,1,trial_20,subject_36,0
1,5,1,trial_21,subject_36,0
2,5,1,trial_22,subject_36,0
3,5,1,trial_23,subject_36,0
4,5,1,trial_24,subject_36,0
5,5,1,trial_25,subject_36,0
1,1,2,trial_26,subject_36,0
2,1,2,trial_27,subject_36,0
3,1,2,trial_28,subject_36,0
4,1,2,trial_29,subject_36,0
5,1,2,trial_30,subject_36,0
1,2,2,trial_31,subject_36,0
2,2,2,trial_32,subject_36,0
3,2,2,trial_33,subject_36,0
4,2,2,trial_34,subject_36,0
5,2,2,trial_35,subject_36,0
1,3,2,trial_36,subject_36,0
2,3,2,trial_37,subject_36,0
3,3,2,trial_38,subject_36,0
4,3,2,trial_39,subject_36,0
5,3,2,trial_40,subject_36,0
1,4,2,trial_41,subject_36,0
2,4,2,trial_42,subject_36,0
3,4,2,trial_43,subject_36,0
4,4,2,trial_44,subject_36,0
5,4,2,trial_45,subject_36,0
1,5,2,trial_46,subject_36,0
2,5,2,trial_47,subject_36,0
3,5,2,trial_48,subject_36,0
4,5,2,trial_49,subject_36,0
5,5,2,trial_50,subject_36,0
1,1,3,trial_51,subject_36,0
2,1,3,trial_52,subject_36,0
3,1,3,trial_53,subject_36,0
4,1,3,trial_54,subject_36,0
5,1,3,trial_55,subject_36,0
1,2,3,trial_56,subject_36,0
2,2,3,trial_57,subject_36,0
3,2,3,trial_58,subject_36,0
4,2,3,trial_59,subject_36,0
5,2,3,trial_60,subject_36,0
1,3,3,trial_61,subject_36,0
2,3,3,trial_62,subject_36,0
3,3,3,trial_63,subject_36,0
4,3,3,trial_64,subject_36,0
5,3,3,trial_65,subject_36,0
1,4,3,trial_66,subject_36,0
2,4,3,trial_67,subject_36,0
3,4,3,trial_68,subject_36,0
4,4,3,trial_69,subject_36,0
5,4,3,trial_70,subject_36,0
1,5,3,trial_71,subject_36,0
2,5,3,trial_72,subject_36,0
3,5,3,trial_73,subject_36,0
4,5,3,trial_74,subject_36,0
5,5,3,trial_75,subject_36,0
1,1,4,trial_76,subject_36,0
2,1,4,trial_77,subject_36,0
3,1,4,trial_78,subject_36,0
4,1,4,trial_79,subject_36,0
5,1,4,trial_80,subject_36,0
1,2,4,trial_81,subject_36,0
2,2,4,trial_82,subject_36,0
3,2,4,trial_83,subject_36,0
4,2,4,trial_84,subject_36,0
5,2,4,trial_85,subject_36,0
1,3,4,trial_86,subject_36,0
2,3,4,trial_87,subject_36,0
3,3,4,trial_88,subject_36,0
4,3,4,trial_89,subject_36,0
5,3,4,trial_90,subject_36,0
1,4,4,trial_91,subject_36,0
2,4,4,trial_92,subject_36,0
3,4,4,trial_93,subject_36,0
4,4,4,trial_94,subject_36,0
5,4,4,trial_95,subject_36,0
1,5,4,trial_96,subject_36,0
2,5,4,trial_97,subject_36,0
3,5,4,trial_98,subject_36,0
4,5,4,trial_99,subject_36,0
5,5,4,trial_100,subject_36,0
1,1,5,trial_101,subject_36,0
2,1,5,trial_102,subject_36,0
3,1,5,trial_103,subject_36,0
4,1,5,trial_104,subject_36,0
5,1,5,trial_105,subject_36,0
1,2,5,trial_106,subject_36,0
2,2,5,trial_107,subject_36,0
3,2,5,trial_108,subject_36,0
4,2,5,trial_109,subject_36,0
5,2,5,trial_110,subject_36,0
1,3,5,trial_111,subject_36,0
2,3,5,trial_112,subject_36,0
3,3,5,trial_113,subject_36,0
4,3,5,trial_114,subject_36,0
5,3,5,trial_115,subject_36,0
1,4,5,trial_116,subject_36,0
2,4,5,trial_117,subject_36,0
3,4,5,trial_118,subject_36,0
4,4,5,trial_119,subject_36,0
5,4,5,trial_120,subject_36,0
1,5,5,trial_121,subject_36,0
2,5,5,trial_122,subject_36,0
3,5,5,trial_123,subject_36,0
4,5,5,trial_124,subject_36,0
5,5,5,trial_125,subject_36,0
1,1,1,trial_1,subject_37,0
2,1,1,trial_2,subject_37,0
3,1,1,trial_3,subject_37,0
4,1,1,trial_4,subject_37,0
5,1,1,trial_5,subject_37,0
1,2,1,trial_6,subject_37,0
2,2,1,trial_7,subject_37,0
3,2,1,trial_8,subject_37,0
4,2,1,trial_9,subject_37,0
5,2,1,trial_10,subject_37,0
1,3,1,trial_11,subject_37,0
2,3,1,trial_12,subject_37,0
3,3,1,trial_13,subject_37,0
4,3,1,trial_14,subject_37,0
5,3,1,trial_15,subject_37,0
1,4,1,trial_16,subject_37,0
2,4,1,trial_17,subject_37,0
3,4,1,trial_18,subject_37,0
4,4,1,trial_19,subject_37,0
5,4,1,trial_20,subject_37,0
1,5,1,trial_21,subject_37,0
2,5,1,trial_22,subject_37,0
3,5,1,trial_23,subject_37,0
4,5,1,trial_24,subject_37,0
5,5,1,trial_25,subject_37,0
1,1,2,trial_26,subject_37,0
2,1,2,trial_27,subject_37,0
3,1,2,trial_28,subject_37,0
4,1,2,trial_29,subject_37,0
5,1,2,trial_30,subject_37,0
1,2,2,trial_31,subject_37,0
2,2,2,trial_32,subject_37,0
3,2,2,trial_33,subject_37,0
4,2,2,trial_34,subject_37,0
5,2,2,trial_35,subject_37,0
1,3,2,trial_36,subject_37,0
2,3,2,trial_37,subject_37,0
3,3,2,trial_38,subject_37,0
4,3,2,trial_39,subject_37,0
5,3,2,trial_40,subject_37,0
1,4,2,trial_41,subject_37,0
2,4,2,trial_42,subject_37,0
3,4,2,trial_43,subject_37,0
4,4,2,trial_44,subject_37,0
5,4,2,trial_45,subject_37,0
1,5,2,trial_46,subject_37,0
2,5,2,trial_47,subject_37,0
3,5,2,trial_48,subject_37,0
4,5,2,trial_49,subject_37,0
5,5,2,trial_50,subject_37,0
1,1,3,trial_51,subject_37,0
2,1,3,trial_52,subject_37,0
3,1,3,trial_53,subject_37,0
4,1,3,trial_54,subject_37,0
5,1,3,trial_55,subject_37,0
1,2,3,trial_56,subject_37,0
2,2,3,trial_57,subject_37,0
3,2,3,trial_58,subject_37,0
4,2,3,trial_59,subject_37,0
5,2,3,trial_60,subject_37,0
1,3,3,trial_61,subject_37,0
2,3,3,trial_62,subject_37,0
3,3,3,trial_63,subject_37,0
4,3,3,trial_64,subject_37,0
5,3,3,trial_65,subject_37,0
1,4,3,trial_66,subject_37,0
2,4,3,trial_67,subject_37,0
3,4,3,trial_68,subject_37,0
4,4,3,trial_69,subject_37,0
5,4,3,trial_70,subject_37,0
1,5,3,trial_71,subject_37,0
2,5,3,trial_72,subject_37,0
3,5,3,trial_73,subject_37,0
4,5,3,trial_74,subject_37,0
5,5,3,trial_75,subject_37,0
1,1,4,trial_76,subject_37,0
2,1,4,trial_77,subject_37,0
3,1,4,trial_78,subject_37,0
4,1,4,trial_79,subject_37,0
5,1,4,trial_80,subject_37,0
1,2,4,trial_81,subject_37,0
2,2,4,trial_82,subject_37,0
3,2,4,trial_83,subject_37,0
4,2,4,trial_84,subject_37,0
5,2,4,trial_85,subject_37,0
1,3,4,trial_86,subject_37,0
2,3,4,trial_87,subject_37,0
3,3,4,trial_88,subject_37,0
4,3,4,trial_89,subject_37,0
5,3,4,trial_90,subject_37,0
1,4,4,trial_91,subject_37,0
2,4,4,trial_92,subject_37,0
3,4,4,trial_93,subject_37,0
4,4,4,trial_94,subject_37,0
