tripletid,file_X,onset_X,offset_X,phoneitem_id_X,phone1_X,phone3_X,speaker_X,sex_X,dialect_X,phone_X,distance_OTH,dialect_OTH,file_OTH,offset_OTH,onset_OTH,phone1_OTH,phone3_OTH,phoneitem_id_OTH,sex_OTH,speaker_OTH,phone_OTH,distance_TGT,dialect_TGT,file_TGT,offset_TGT,onset_TGT,phone1_TGT,phone3_TGT,phoneitem_id_TGT,sex_TGT,speaker_TGT,phone_TGT
t00000021644,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR5/MJDM0/SA1.riff,1.6902,1.9806,i132522,r,s,MJDM0,M,DR5,iy,0.446181610306769,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MRLR0/SI566.riff,0.7541,0.5125,r,s,i95405,M,MRLR0,ae,0.308364867754589,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MRLR0/SA1.riff,1.7493,1.5222,r,s,i95560,M,MRLR0,iy
t00000049742,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR1/MMRP0/SA1.riff,2.0117,2.2523,i172534,r,s,MMRP0,M,DR1,iy,0.419206980116186,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MRPC1/SI2112.riff,1.49,1.2624,r,s,i136847,M,MRPC1,ae,0.217821088632651,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MRPC1/SA1.riff,1.5362,1.3233,r,s,i136819,M,MRPC1,iy
t00000035729,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/FCYL0/SA1.riff,1.5138,1.7473,i102785,r,s,FCYL0,F,DR2,iy,0.410644036156224,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MKDB0/SI872.riff,2.1975,1.8981,r,s,i141065,M,MKDB0,ah,0.402507413807369,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MKDB0/SA1.riff,1.8762,1.6375,r,s,i141032,M,MKDB0,iy
t00000048324,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/FLMA0/SA1.riff,1.3002,1.5366,i96937,r,s,FLMA0,F,DR2,iy,0.382448332398328,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/FMAH1/SX249.riff,1.9325,1.6945,r,s,i147230,F,FMAH1,ah,0.238182361608954,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/FMAH1/SA1.riff,1.8975,1.6862,r,s,i147153,F,FMAH1,iy
t00000039293,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MTML0/SA1.riff,1.4632,1.7112,i146073,r,s,MTML0,M,DR7,iy,0.436519817212493,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MRJT0/SX58.riff,1.9921,1.8016,r,s,i94835,M,MRJT0,ah,0.268620250078141,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MRJT0/SX58.riff,3.9294,3.4047,r,s,i94856,M,MRJT0,iy
t00000044330,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/FBLV0/SA1.riff,1.5817,1.8106,i136029,r,s,FBLV0,F,DR7,iy,0.371562593668003,DR4,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR4/FSSB0/SI1082.riff,1.7125,1.4356,r,s,i57799,F,FSSB0,ah,0.213793869138864,DR4,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR4/FSSB0/SA1.riff,1.9765,1.6831,r,s,i57753,F,FSSB0,iy
t00000104574,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR6/MCMJ0/SA1.riff,1.8875,2.154,i41094,s,w,MCMJ0,M,DR6,iy,0.319009711990046,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MAEO0/SX246.riff,1.2584,0.9373,s,w,i148127,M,MAEO0,ah,0.282569313240352,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MAEO0/SA1.riff,1.8041,1.524,s,w,i148334,M,MAEO0,iy
t00000024724,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MDLC2/SA1.riff,1.3663,1.5587,i109264,r,s,MDLC2,M,DR2,iy,0.430252743385575,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MRJM0/SX58.riff,2.1525,1.9662,r,s,i111064,M,MRJM0,ah,0.362877014130359,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MRJM0/SX148.riff,0.7975,0.5675,r,s,i111146,M,MRJM0,iy
t00000015136,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR5/MWSH0/SX346.riff,0.8511,1.1575,i126538,r,k,MWSH0,M,DR5,iy,0.396671051121135,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MDLM0/SX424.riff,1.6762,1.5613,r,k,i137357,M,MDLM0,uh,0.379301610341389,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MDLM0/SX244.riff,1.3369,1.1619,r,k,i137229,M,MDLM0,iy
t00000025789,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR3/MREE0/SA1.riff,1.6225,1.8475,i87601,r,s,MREE0,M,DR3,iy,0.419195819114151,DR8,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR8/MJTC0/SI1460.riff,4.3581,4.1381,r,s,i45616,M,MJTC0,uh,0.25238492296563,DR8,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR8/MJTC0/SA1.riff,2.0356,1.7556,r,s,i45790,M,MJTC0,iy
t00000104906,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/FMMH0/SA1.riff,1.7306,1.9712,i93048,s,w,FMMH0,F,DR2,iy,0.407604307701076,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MKAJ0/SI2044.riff,0.7975,0.5525,s,w,i101785,M,MKAJ0,uh,0.337987659732432,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MKAJ0/SA1.riff,1.8377,1.5181,s,w,i101967,M,MKAJ0,iy
t00000025515,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/FVKB0/SA1.riff,1.9242,2.1975,i143954,r,s,FVKB0,F,DR7,iy,0.401356811044987,DR8,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR8/MJTC0/SI1460.riff,4.3581,4.1381,r,s,i45616,M,MJTC0,uh,0.348480465145521,DR8,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR8/MJTC0/SA1.riff,2.0356,1.7556,r,s,i45790,M,MJTC0,iy
t00000104821,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR4/FBAS0/SA1.riff,1.9225,2.1958,i63762,s,w,FBAS0,F,DR4,iy,0.397364123350846,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MKAJ0/SI2044.riff,0.7975,0.5525,s,w,i101785,M,MKAJ0,uh,0.296039710382409,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MKAJ0/SA1.riff,1.8377,1.5181,s,w,i101967,M,MKAJ0,iy
t00000015037,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR3/MJRH1/SX244.riff,1.7125,1.9008,i76307,r,k,MJRH1,M,DR3,iy,0.376820826566314,DR4,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR4/MLJH0/SX424.riff,2.4781,2.3003,r,k,i60899,M,MLJH0,uh,0.331504367200407,DR4,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR4/MLJH0/SX244.riff,2.4413,2.2538,r,k,i60817,M,MLJH0,iy
t00000020237,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR4/FLBW0/SX229.riff,0.4325,0.6425,i6919,l,k,FLBW0,F,DR4,uh,0.460577217926461,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR3/MPRD0/SI1431.riff,3.6255,3.2437,l,k,i69515,M,MPRD0,aa,0.495084700814407,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR3/MPRD0/SX441.riff,0.6344,0.4525,l,k,i69264,M,MPRD0,uh
t00000100654,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MGAW0/SX265.riff,1.7825,2.0026,i140753,w,dx,MGAW0,M,DR7,uh,0.367238203962588,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MWSB0/SA1.riff,2.354,2.2,w,dx,i106652,M,MWSB0,aa,0.309312930272213,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MWSB0/SX186.riff,0.2144,0.1102,w,dx,i106445,M,MWSB0,uh
t00000100155,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR6/MCAE0/SA1.riff,2.6746,2.8782,i160355,w,dx,MCAE0,M,DR6,uh,0.372019706094203,DR8,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR8/MRDM0/SX155.riff,0.3879,0.2054,w,dx,i183190,M,MRDM0,aa,0.343133589390154,DR8,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR8/MRDM0/SI1595.riff,1.8811,1.7076,w,dx,i183239,M,MRDM0,uh
t00000100662,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR5/MRKM0/SA1.riff,2.8728,3.0346,i115933,w,dx,MRKM0,M,DR5,uh,0.344424987980407,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MWSB0/SA1.riff,2.354,2.2,w,dx,i106652,M,MWSB0,aa,0.320359089309001,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MWSB0/SX186.riff,0.2144,0.1102,w,dx,i106445,M,MWSB0,uh
t00000100658,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR4/MNET0/SX186.riff,0.14,0.2725,i66928,w,dx,MNET0,M,DR4,uh,0.396059135856163,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MWSB0/SA1.riff,2.354,2.2,w,dx,i106652,M,MWSB0,aa,0.282594545130776,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MWSB0/SX186.riff,0.2144,0.1102,w,dx,i106445,M,MWSB0,uh
t00000105251,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR5/MDWH0/SI665.riff,1.5222,1.8094,i129752,w,l,MDWH0,M,DR5,uh,0.445986402198558,DR4,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR4/MJRF0/SI2081.riff,0.6319,0.4557,w,l,i2111,M,MJRF0,aa,0.300807185500649,DR4,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR4/MJRF0/SX11.riff,0.5525,0.3658,w,l,i2313,M,MJRF0,uh
t00000103774,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR4/FJMG0/SI1181.riff,1.6281,1.9556,i3715,b,k,FJMG0,F,DR4,uh,0.355470070318379,DR6,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR6/MTXS0/SI1690.riff,0.973,0.6725,b,k,i164174,M,MTXS0,ae,0.504275790726499,DR6,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR6/MTXS0/SX160.riff,2.51,2.1192,b,k,i164125,M,MTXS0,uh
t00000103866,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR4/MGAG0/SI645.riff,1.0496,1.275,i60455,b,k,MGAG0,M,DR4,uh,0.445962714992701,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR1/MWBT0/SX113.riff,3.1825,2.6025,b,k,i43461,M,MWBT0,ae,0.39156514318119,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR1/MWBT0/SX293.riff,1.8726,1.605,b,k,i43219,M,MWBT0,uh
t00000103860,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MCTH0/SX309.riff,2.5586,2.885,i144675,b,k,MCTH0,M,DR7,uh,0.415672499806329,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR1/MWBT0/SX113.riff,3.1825,2.6025,b,k,i43461,M,MWBT0,ae,0.358780608272379,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR1/MWBT0/SX293.riff,1.8726,1.605,b,k,i43219,M,MWBT0,uh
t00000103871,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR6/MTXS0/SX160.riff,2.1192,2.51,i164125,b,k,MTXS0,M,DR6,uh,0.424242417590405,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR1/MWBT0/SX113.riff,3.1825,2.6025,b,k,i43461,M,MWBT0,ae,0.324440023088642,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR1/MWBT0/SI2183.riff,0.375,0.1342,b,k,i43195,M,MWBT0,uh
t00000103854,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR4/FJMG0/SI1181.riff,1.6281,1.9556,i3715,b,k,FJMG0,F,DR4,uh,0.37160660916512,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR1/MWBT0/SX113.riff,3.1825,2.6025,b,k,i43461,M,MWBT0,ae,0.512547520648949,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR1/MWBT0/SI2183.riff,0.375,0.1342,b,k,i43195,M,MWBT0,uh
t00000075965,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR5/MTDP0/SI1521.riff,0.2376,0.4919,i125529,l,kcl,MTDP0,M,DR5,uh,0.464478069186853,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/FPKT0/SX368.riff,1.5188,1.2369,l,kcl,i15721,F,FPKT0,ae,0.373328079591977,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/FPKT0/SI2168.riff,1.5913,1.3325,l,kcl,i15576,F,FPKT0,uh
t00000101594,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR4/FKLC0/SX265.riff,2.1514,2.42,i67789,w,dx,FKLC0,F,DR4,uh,0.397920211250748,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MGAW0/SX445.riff,0.2298,0.1305,w,dx,i140453,M,MGAW0,ah,0.28331882215161,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MGAW0/SX265.riff,2.0026,1.7825,w,dx,i140753,M,MGAW0,uh
t00000101603,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR5/MCTT0/SI1144.riff,0.2558,0.389,i25208,w,dx,MCTT0,M,DR5,uh,0.30769974040323,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MGAW0/SX445.riff,0.2298,0.1305,w,dx,i140453,M,MGAW0,ah,0.361034292432697,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MGAW0/SX265.riff,2.0026,1.7825,w,dx,i140753,M,MGAW0,uh
t00000103030,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR6/MESJ0/SI2039.riff,2.6503,2.83,i156276,w,z,MESJ0,M,DR6,uh,0.316104541213853,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR3/MPRD0/SX171.riff,1.2369,1.06,w,z,i69412,M,MPRD0,ah,0.282679512482638,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR3/MPRD0/SX171.riff,3.3544,3.1758,w,z,i69428,M,MPRD0,uh
t00000101386,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MWSB0/SX186.riff,0.1102,0.2144,i106445,w,dx,MWSB0,M,DR2,uh,0.279018186092603,DR4,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR4/FKLC0/SX445.riff,0.2425,0.135,w,dx,i67504,F,FKLC0,ah,0.352987610791226,DR4,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR4/FKLC0/SX265.riff,2.42,2.1514,w,dx,i67789,F,FKLC0,uh
t00000103029,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR5/MEGJ0/SX3.riff,0.436,0.6531,i128169,w,z,MEGJ0,M,DR5,uh,0.289236622912357,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR3/MPRD0/SX171.riff,1.2369,1.06,w,z,i69412,M,MPRD0,ah,0.277477985857198,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR3/MPRD0/SX171.riff,3.3544,3.1758,w,z,i69428,M,MPRD0,uh
t00000074514,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR6/MSVS0/SI2198.riff,0.1331,0.2425,i158904,b,dx,MSVS0,M,DR6,uh,0.352681198572934,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MJFR0/SI975.riff,0.2518,0.1475,b,dx,i137100,M,MJFR0,ah,0.358225691402959,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MJFR0/SI1605.riff,0.484,0.3,b,dx,i137042,M,MJFR0,uh
t00000099683,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR3/MTLB0/SI504.riff,0.4325,0.6814,i73053,p,tcl,MTLB0,M,DR3,uh,0.367274192193747,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR2/MTMR0/SX133.riff,0.2558,0.1382,p,tcl,i17324,M,MTMR0,iy,0.323862321229881,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR2/MTMR0/SX223.riff,0.2825,0.1425,p,tcl,i17453,M,MTMR0,uh
t00000020164,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR4/FNMR0/SX229.riff,0.3211,0.5456,i816,l,k,FNMR0,F,DR4,uh,0.390185070838003,DR8,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR8/MBSB0/SI1353.riff,1.4194,1.2519,l,k,i177706,M,MBSB0,iy,0.417314320986572,DR8,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR8/MBSB0/SX273.riff,1.5248,1.3263,l,k,i177848,M,MBSB0,uh
t00000015229,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR3/FDJH0/SI935.riff,0.2112,0.4094,i88825,r,k,FDJH0,F,DR3,uh,0.446937244203576,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MDLM0/SX244.riff,1.3369,1.1619,r,k,i137229,M,MDLM0,iy,0.365247074528938,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MDLM0/SX424.riff,1.6762,1.5613,r,k,i137357,M,MDLM0,uh
t00000099557,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR3/MVJH0/SI926.riff,0.4025,0.5744,i79579,p,tcl,MVJH0,M,DR3,uh,0.480457103892252,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR7/MRPC0/SX133.riff,0.2765,0.1275,p,tcl,i33866,M,MRPC0,iy,0.403509602874377,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR7/MRPC0/SX223.riff,0.2725,0.1305,p,tcl,i33941,M,MRPC0,uh
t00000099548,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR6/MJFC0/SX223.riff,0.1381,0.2975,i39264,p,tcl,MJFC0,M,DR6,uh,0.461167527812931,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR7/MRPC0/SX133.riff,0.2765,0.1275,p,tcl,i33866,M,MRPC0,iy,0.271595327192844,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR7/MRPC0/SX223.riff,0.2725,0.1305,p,tcl,i33941,M,MRPC0,uh
t00000099494,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR3/MTLB0/SI504.riff,0.4325,0.6814,i73053,p,tcl,MTLB0,M,DR3,uh,0.442230306802646,DR6,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR6/MJFC0/SX133.riff,0.2756,0.1388,p,tcl,i39212,M,MJFC0,iy,0.389050172751308,DR6,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR6/MJFC0/SX223.riff,0.2975,0.1381,p,tcl,i39264,M,MJFC0,uh
t00000000009,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MSAT0/SX86.riff,1.5075,1.6825,i109407,f,l,MSAT0,M,DR2,uh,0.315479363518032,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MWJG0/SI1754.riff,1.8675,1.4625,f,l,i14521,M,MWJG0,uw,0.306539675430716,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MWJG0/SI1124.riff,1.6292,1.3275,f,l,i14632,M,MWJG0,uh
t00000000005,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR4/MLJC0/SX325.riff,0.2675,0.5878,i54357,f,l,MLJC0,M,DR4,uh,0.370279702010514,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MWJG0/SI1754.riff,1.8675,1.4625,f,l,i14521,M,MWJG0,uw,0.294076865205616,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MWJG0/SI1124.riff,1.6292,1.3275,f,l,i14632,M,MWJG0,uh
t00000000002,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR1/FDAC1/SX124.riff,2.0975,2.3994,i44123,f,l,FDAC1,F,DR1,uh,0.387182783994697,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MWJG0/SI1754.riff,1.8675,1.4625,f,l,i14521,M,MWJG0,uw,0.345114232241173,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MWJG0/SI1124.riff,1.6292,1.3275,f,l,i14632,M,MWJG0,uh
t00000000006,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR3/MLNS0/SI777.riff,1.1326,1.3694,i83173,f,l,MLNS0,M,DR3,uh,0.33459901232816,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MWJG0/SI1754.riff,1.8675,1.4625,f,l,i14521,M,MWJG0,uw,0.324707859368018,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MWJG0/SI1124.riff,1.6292,1.3275,f,l,i14632,M,MWJG0,uh
t00000000004,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MJMA0/SX325.riff,0.2075,0.4595,i95019,f,l,MJMA0,M,DR2,uh,0.272724685028553,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MWJG0/SI1754.riff,1.8675,1.4625,f,l,i14521,M,MWJG0,uw,0.306429980328272,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MWJG0/SI1124.riff,1.6292,1.3275,f,l,i14632,M,MWJG0,uh
t00000000007,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR6/MRMB0/SI2211.riff,0.5248,0.8382,i158068,f,l,MRMB0,M,DR6,uh,0.359969591087882,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MWJG0/SI1754.riff,1.8675,1.4625,f,l,i14521,M,MWJG0,uw,0.313785472549821,DR3,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR3/MWJG0/SI1124.riff,1.6292,1.3275,f,l,i14632,M,MWJG0,uh
t00000076038,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MAFM0/SX309.riff,0.3025,0.4782,i134332,r,f,MAFM0,M,DR7,uw,0.41693120464285,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/FCAJ0/SX219.riff,0.7023,0.5091,r,f,i96493,F,FCAJ0,aa,0.392510616815234,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/FCAJ0/SX309.riff,0.5326,0.3202,r,f,i96459,F,FCAJ0,uw
t00000076213,/Users/emd/0/_data/TIMIT/timit/TIMIT/TEST/DR7/FTLH0/SX289.riff,0.4875,0.653,i38586,r,f,FTLH0,F,DR7,uw,0.432748568995232,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MAFM0/SX219.riff,0.5962,0.4044,r,f,i134365,M,MAFM0,aa,0.336487490051806,DR7,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MAFM0/SX309.riff,0.4782,0.3025,r,f,i134332,M,MAFM0,uw
t00000076043,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR3/MHMR0/SX309.riff,0.3325,0.5143,i73383,r,f,MHMR0,M,DR3,uw,0.396489957331462,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/FCAJ0/SX219.riff,0.7023,0.5091,r,f,i96493,F,FCAJ0,aa,0.406262222958621,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/FCAJ0/SX309.riff,0.5326,0.3202,r,f,i96459,F,FCAJ0,uw
t00000076246,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MAFM0/SX309.riff,0.3025,0.4782,i134332,r,f,MAFM0,M,DR7,uw,0.427118058663377,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR1/MRSO0/SX219.riff,0.7644,0.525,r,f,i176548,M,MRSO0,aa,0.337389539747344,DR1,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR1/MRSO0/SX309.riff,0.6788,0.415,r,f,i176491,M,MRSO0,uw
t00000076044,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/MJAE0/SX264.riff,2.1566,2.7175,i108433,r,f,MJAE0,M,DR2,uw,0.38294642063623,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/FCAJ0/SX219.riff,0.7023,0.5091,r,f,i96493,F,FCAJ0,aa,0.357420036210503,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/FCAJ0/SX309.riff,0.5326,0.3202,r,f,i96459,F,FCAJ0,uw
t00000076042,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR7/MGSL0/SX264.riff,2.3133,2.7425,i140112,r,f,MGSL0,M,DR7,uw,0.415855301098838,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/FCAJ0/SX219.riff,0.7023,0.5091,r,f,i96493,F,FCAJ0,aa,0.44807169167691,DR2,/Users/emd/0/_data/TIMIT/timit/TIMIT/TRAIN/DR2/FCAJ0/SX309.riff,0.5326,0.3202,r,f,i96459,F,FCAJ0,uw
