subject,trial,Phone_NOTENG,Phone_ENG,Econ,Loc,Glob,acoustic_distance,response_var
subject_17,trial_56,ɖ,b,0.3817204301,0.1693548387,0.03225806452,-0.4782646569111302,0
subject_18,trial_56,ɖ,d,0.3817204301,0.1693548387,0.03225806452,0.17303232959971027,0
subject_19,trial_56,ɖ,g,0.3817204301,0.1693548387,0.03225806452,-0.6205589829248996,1
subject_20,trial_56,ɖ,p,0.3817204301,0.1693548387,0.03225806452,-0.8560023026263899,0
subject_21,trial_56,ɖ,t,0.3817204301,0.1693548387,0.03225806452,-0.2766760438139597,1
subject_22,trial_56,ɖ,k,0.3817204301,0.1693548387,0.03225806452,-0.9161582600343396,1
subject_23,trial_56,ɖ,ð,0.3817204301,0.1693548387,0.03225806452,-0.5885329657906304,1
subject_24,trial_56,ɖʰ,b,0.04786680541,0.08532778356,0.2474881015,-0.6880819151426705,1
subject_25,trial_56,ɖʰ,d,0.04786680541,0.08532778356,0.2474881015,0.20167511999016963,0
subject_26,trial_56,ɖʰ,g,0.04786680541,0.08532778356,0.2474881015,-0.5454183939365498,1
subject_27,trial_56,ɖʰ,p,0.04786680541,0.08532778356,0.2474881015,-0.8347154444039999,0
subject_28,trial_56,ɖʰ,t,0.04786680541,0.08532778356,0.2474881015,-0.3368152204949002,1
subject_29,trial_56,ɖʰ,k,0.04786680541,0.08532778356,0.2474881015,-0.7709263319759998,1
subject_30,trial_56,ɖʰ,ð,0.04786680541,0.08532778356,0.2474881015,-0.11512523452443002,1
subject_1,trial_57,dʒʰ,d,0.01668520578,0.1062291435,0.1239388795,-0.4337021906059393,1
subject_2,trial_57,dʒʰ,z,0.01668520578,0.1062291435,0.1239388795,-0.6711625586113801,1
subject_3,trial_57,dʒʰ,t,0.01668520578,0.1062291435,0.1239388795,-0.76136525128921,1
subject_4,trial_57,dʒʰ,s,0.01668520578,0.1062291435,0.1239388795,-0.7233715363913,1
subject_5,trial_57,dʒʰ,d͡ʒ,0.01668520578,0.1062291435,0.1239388795,0.24729505138737995,1
subject_6,trial_57,dʒʰ,t͡ʃ,0.01668520578,0.1062291435,0.1239388795,-0.3776279406275602,1
subject_7,trial_57,ɡʰ,b,0.01668520578,0.1062291435,0.1516694963,-0.44747281090639035,1
subject_8,trial_57,ɡʰ,d,0.01668520578,0.1062291435,0.1516694963,-0.45203414309149004,1
subject_9,trial_57,ɡʰ,g,0.01668520578,0.1062291435,0.1516694963,0.20167511999016963,1
subject_10,trial_57,ɡʰ,p,0.01668520578,0.1062291435,0.1516694963,-0.7803948123287303,1
subject_11,trial_57,ɡʰ,t,0.01668520578,0.1062291435,0.1516694963,-0.96652040763977,0
subject_12,trial_57,ɡʰ,k,0.01668520578,0.1062291435,0.1516694963,-0.0721818889485899,1
subject_13,trial_57,ɳ,n,0.3817204301,0.125,-0.07661290323,0.5488773405907104,1
subject_14,trial_57,ɳ,j,0.3817204301,0.125,-0.07661290323,0.24445951631444007,1
subject_15,trial_57,ɽ,b,0.0770609319,0.1326164875,0.1553166069,-1.6145363814646698,0
subject_16,trial_57,ɽ,d,0.0770609319,0.1326164875,0.1553166069,0.1273314591426704,1
subject_17,trial_57,ɽ,g,0.0770609319,0.1326164875,0.1553166069,-0.5383197016130903,0
subject_18,trial_57,ɽ,p,0.0770609319,0.1326164875,0.1553166069,-1.1125081947960198,1
subject_19,trial_57,ɽ,t,0.0770609319,0.1326164875,0.1553166069,-0.09712090082286995,1
subject_20,trial_57,ɽ,k,0.0770609319,0.1326164875,0.1553166069,-1.78989514613954,1
subject_21,trial_57,ɽ,ð,0.0770609319,0.1326164875,0.1553166069,-0.44747281090639035,1
subject_22,trial_57,ɽ,ɾ,0.0770609319,0.1326164875,0.1553166069,0.24729505138737995,0
subject_23,trial_57,ʈ,t,0.3817204301,0.1827956989,-0.08870967742,0.1399831124832005,1
subject_24,trial_57,ʈ,d,0.3817204301,0.1827956989,-0.08870967742,-0.2624025579279401,1
subject_25,trial_57,ɣ,g,0.2367172676,0.1385199241,0.1266603416,0.07222050747409003,1
subject_26,trial_57,ɣ,k,0.2367172676,0.1385199241,0.1266603416,-0.5383197016130903,0
subject_27,trial_57,ɣ,h,0.2367172676,0.1385199241,0.1266603416,-0.38921941048690023,1
subject_28,trial_57,x,k,0.295436664,0.1931348222,-0.03618134263,-0.36795391487243023,1
subject_29,trial_57,x,h,0.295436664,0.1931348222,-0.03618134263,0.2886512920025499,1
subject_30,trial_57,x,s,0.295436664,0.1931348222,-0.03618134263,-0.8716119681921399,1
subject_1,trial_58,x,ʃ,0.295436664,0.1931348222,-0.03618134263,-0.6083012001128001,1
subject_2,trial_58,bʰ,b,0.01668520578,0.1062291435,0.1683644595,0.06188531789265994,1
subject_3,trial_58,bʰ,d,0.01668520578,0.1062291435,0.1683644595,-0.6642842616050801,1
subject_4,trial_58,bʰ,g,0.01668520578,0.1062291435,0.1683644595,-0.6536219014136302,1
subject_5,trial_58,bʰ,p,0.01668520578,0.1062291435,0.1683644595,-0.21983726570349926,1
subject_6,trial_58,bʰ,t,0.01668520578,0.1062291435,0.1683644595,-0.8564098683754402,1
subject_7,trial_58,bʰ,k,0.01668520578,0.1062291435,0.1683644595,-0.8564098683754402,0
subject_8,trial_58,bʰ,v,0.01668520578,0.1062291435,0.1683644595,-0.32469559064381937,1
subject_9,trial_58,d̪ʰ,b,0.2001093494,0.1550027337,0.2191323693,-0.5392456792684497,0
subject_10,trial_58,d̪ʰ,d,0.2001093494,0.1550027337,0.2191323693,0.30164056720466004,0
subject_11,trial_58,d̪ʰ,g,0.2001093494,0.1550027337,0.2191323693,-0.5351366496659202,1
subject_12,trial_58,d̪ʰ,p,0.2001093494,0.1550027337,0.2191323693,-0.91295934236769,1
subject_13,trial_58,d̪ʰ,t,0.2001093494,0.1550027337,0.2191323693,-0.11503790598642993,1
subject_14,trial_58,d̪ʰ,k,0.2001093494,0.1550027337,0.2191323693,-0.72666523095823,1
subject_15,trial_58,d̪ʰ,ð,0.2001093494,0.1550027337,0.2191323693,-0.27898720356059004,0
subject_16,trial_58,ɖ,b,0.3817204301,0.1693548387,0.03225806452,-0.4782646569111302,1
subject_17,trial_58,ɖ,d,0.3817204301,0.1693548387,0.03225806452,0.17303232959971027,1
subject_18,trial_58,ɖ,g,0.3817204301,0.1693548387,0.03225806452,-0.6205589829248996,1
subject_19,trial_58,ɖ,p,0.3817204301,0.1693548387,0.03225806452,-0.8560023026263899,1
subject_20,trial_58,ɖ,t,0.3817204301,0.1693548387,0.03225806452,-0.2766760438139597,1
subject_21,trial_58,ɖ,k,0.3817204301,0.1693548387,0.03225806452,-0.9161582600343396,1
subject_22,trial_58,ɖ,ð,0.3817204301,0.1693548387,0.03225806452,-0.5885329657906304,0
subject_23,trial_58,ɖʰ,b,0.04786680541,0.08532778356,0.2474881015,-0.6880819151426705,1
subject_24,trial_58,ɖʰ,d,0.04786680541,0.08532778356,0.2474881015,0.20167511999016963,1
subject_25,trial_58,ɖʰ,g,0.04786680541,0.08532778356,0.2474881015,-0.5454183939365498,1
subject_26,trial_58,ɖʰ,p,0.04786680541,0.08532778356,0.2474881015,-0.8347154444039999,1
subject_27,trial_58,ɖʰ,t,0.04786680541,0.08532778356,0.2474881015,-0.3368152204949002,1
subject_28,trial_58,ɖʰ,k,0.04786680541,0.08532778356,0.2474881015,-0.7709263319759998,0
subject_29,trial_58,ɖʰ,ð,0.04786680541,0.08532778356,0.2474881015,-0.11512523452443002,1
subject_30,trial_58,dʒʰ,d,0.01668520578,0.1062291435,0.1239388795,-0.4337021906059393,1
subject_1,trial_59,dʒʰ,z,0.01668520578,0.1062291435,0.1239388795,-0.6711625586113801,1
subject_2,trial_59,dʒʰ,t,0.01668520578,0.1062291435,0.1239388795,-0.76136525128921,1
subject_3,trial_59,dʒʰ,s,0.01668520578,0.1062291435,0.1239388795,-0.7233715363913,1
subject_4,trial_59,dʒʰ,d͡ʒ,0.01668520578,0.1062291435,0.1239388795,0.24729505138737995,1
subject_5,trial_59,dʒʰ,t͡ʃ,0.01668520578,0.1062291435,0.1239388795,-0.3776279406275602,1
subject_6,trial_59,ɡʰ,b,0.01668520578,0.1062291435,0.1516694963,-0.44747281090639035,1
subject_7,trial_59,ɡʰ,d,0.01668520578,0.1062291435,0.1516694963,-0.45203414309149004,0
subject_8,trial_59,ɡʰ,g,0.01668520578,0.1062291435,0.1516694963,0.20167511999016963,0
subject_9,trial_59,ɡʰ,p,0.01668520578,0.1062291435,0.1516694963,-0.7803948123287303,0
subject_10,trial_59,ɡʰ,t,0.01668520578,0.1062291435,0.1516694963,-0.96652040763977,1
subject_11,trial_59,ɡʰ,k,0.01668520578,0.1062291435,0.1516694963,-0.0721818889485899,1
subject_12,trial_59,ɳ,n,0.3817204301,0.125,-0.07661290323,0.5488773405907104,0
subject_13,trial_59,ɳ,j,0.3817204301,0.125,-0.07661290323,0.24445951631444007,1
subject_14,trial_59,ɽ,b,0.0770609319,0.1326164875,0.1553166069,-1.6145363814646698,1
subject_15,trial_59,ɽ,d,0.0770609319,0.1326164875,0.1553166069,0.1273314591426704,1
subject_16,trial_59,ɽ,g,0.0770609319,0.1326164875,0.1553166069,-0.5383197016130903,1
subject_17,trial_59,ɽ,p,0.0770609319,0.1326164875,0.1553166069,-1.1125081947960198,1
subject_18,trial_59,ɽ,t,0.0770609319,0.1326164875,0.1553166069,-0.09712090082286995,1
subject_19,trial_59,ɽ,k,0.0770609319,0.1326164875,0.1553166069,-1.78989514613954,1
subject_20,trial_59,ɽ,ð,0.0770609319,0.1326164875,0.1553166069,-0.44747281090639035,1
subject_21,trial_59,ɽ,ɾ,0.0770609319,0.1326164875,0.1553166069,0.24729505138737995,1
subject_22,trial_59,ʈ,t,0.3817204301,0.1827956989,-0.08870967742,0.1399831124832005,1
subject_23,trial_59,ʈ,d,0.3817204301,0.1827956989,-0.08870967742,-0.2624025579279401,1
subject_24,trial_59,ɣ,g,0.2367172676,0.1385199241,0.1266603416,0.07222050747409003,0
subject_25,trial_59,ɣ,k,0.2367172676,0.1385199241,0.1266603416,-0.5383197016130903,1
subject_26,trial_59,ɣ,h,0.2367172676,0.1385199241,0.1266603416,-0.38921941048690023,0
subject_27,trial_59,x,k,0.295436664,0.1931348222,-0.03618134263,-0.36795391487243023,1
subject_28,trial_59,x,h,0.295436664,0.1931348222,-0.03618134263,0.2886512920025499,1
subject_29,trial_59,x,s,0.295436664,0.1931348222,-0.03618134263,-0.8716119681921399,0
subject_30,trial_59,x,ʃ,0.295436664,0.1931348222,-0.03618134263,-0.6083012001128001,1
subject_1,trial_60,bʰ,b,0.01668520578,0.1062291435,0.1683644595,0.06188531789265994,1
subject_2,trial_60,bʰ,d,0.01668520578,0.1062291435,0.1683644595,-0.6642842616050801,1
subject_3,trial_60,bʰ,g,0.01668520578,0.1062291435,0.1683644595,-0.6536219014136302,1
subject_4,trial_60,bʰ,p,0.01668520578,0.1062291435,0.1683644595,-0.21983726570349926,0
subject_5,trial_60,bʰ,t,0.01668520578,0.1062291435,0.1683644595,-0.8564098683754402,1
subject_6,trial_60,bʰ,k,0.01668520578,0.1062291435,0.1683644595,-0.8564098683754402,1
subject_7,trial_60,bʰ,v,0.01668520578,0.1062291435,0.1683644595,-0.32469559064381937,1
subject_8,trial_60,d̪ʰ,b,0.2001093494,0.1550027337,0.2191323693,-0.5392456792684497,1
subject_9,trial_60,d̪ʰ,d,0.2001093494,0.1550027337,0.2191323693,0.30164056720466004,0
subject_10,trial_60,d̪ʰ,g,0.2001093494,0.1550027337,0.2191323693,-0.5351366496659202,1
subject_11,trial_60,d̪ʰ,p,0.2001093494,0.1550027337,0.2191323693,-0.91295934236769,1
subject_12,trial_60,d̪ʰ,t,0.2001093494,0.1550027337,0.2191323693,-0.11503790598642993,1
subject_13,trial_60,d̪ʰ,k,0.2001093494,0.1550027337,0.2191323693,-0.72666523095823,1
subject_14,trial_60,d̪ʰ,ð,0.2001093494,0.1550027337,0.2191323693,-0.27898720356059004,1
subject_15,trial_60,ɖ,b,0.3817204301,0.1693548387,0.03225806452,-0.4782646569111302,1
subject_16,trial_60,ɖ,d,0.3817204301,0.1693548387,0.03225806452,0.17303232959971027,1
subject_17,trial_60,ɖ,g,0.3817204301,0.1693548387,0.03225806452,-0.6205589829248996,0
subject_18,trial_60,ɖ,p,0.3817204301,0.1693548387,0.03225806452,-0.8560023026263899,0
subject_19,trial_60,ɖ,t,0.3817204301,0.1693548387,0.03225806452,-0.2766760438139597,1
subject_20,trial_60,ɖ,k,0.3817204301,0.1693548387,0.03225806452,-0.9161582600343396,1
subject_21,trial_60,ɖ,ð,0.3817204301,0.1693548387,0.03225806452,-0.5885329657906304,0
subject_22,trial_60,ɖʰ,b,0.04786680541,0.08532778356,0.2474881015,-0.6880819151426705,1
subject_23,trial_60,ɖʰ,d,0.04786680541,0.08532778356,0.2474881015,0.20167511999016963,0
subject_24,trial_60,ɖʰ,g,0.04786680541,0.08532778356,0.2474881015,-0.5454183939365498,1
subject_25,trial_60,ɖʰ,p,0.04786680541,0.08532778356,0.2474881015,-0.8347154444039999,0
subject_26,trial_60,ɖʰ,t,0.04786680541,0.08532778356,0.2474881015,-0.3368152204949002,1
subject_27,trial_60,ɖʰ,k,0.04786680541,0.08532778356,0.2474881015,-0.7709263319759998,1
subject_28,trial_60,ɖʰ,ð,0.04786680541,0.08532778356,0.2474881015,-0.11512523452443002,0
subject_29,trial_60,dʒʰ,d,0.01668520578,0.1062291435,0.1239388795,-0.4337021906059393,0
subject_30,trial_60,dʒʰ,z,0.01668520578,0.1062291435,0.1239388795,-0.6711625586113801,1
subject_1,trial_61,dʒʰ,t,0.01668520578,0.1062291435,0.1239388795,-0.76136525128921,0
subject_2,trial_61,dʒʰ,s,0.01668520578,0.1062291435,0.1239388795,-0.7233715363913,1
subject_3,trial_61,dʒʰ,d͡ʒ,0.01668520578,0.1062291435,0.1239388795,0.24729505138737995,1
subject_4,trial_61,dʒʰ,t͡ʃ,0.01668520578,0.1062291435,0.1239388795,-0.3776279406275602,0
subject_5,trial_61,ɡʰ,b,0.01668520578,0.1062291435,0.1516694963,-0.44747281090639035,1
subject_6,trial_61,ɡʰ,d,0.01668520578,0.1062291435,0.1516694963,-0.45203414309149004,1
subject_7,trial_61,ɡʰ,g,0.01668520578,0.1062291435,0.1516694963,0.20167511999016963,1
subject_8,trial_61,ɡʰ,p,0.01668520578,0.1062291435,0.1516694963,-0.7803948123287303,1
subject_9,trial_61,ɡʰ,t,0.01668520578,0.1062291435,0.1516694963,-0.96652040763977,1
subject_10,trial_61,ɡʰ,k,0.01668520578,0.1062291435,0.1516694963,-0.0721818889485899,0
subject_11,trial_61,ɳ,n,0.3817204301,0.125,-0.07661290323,0.5488773405907104,1
subject_12,trial_61,ɳ,j,0.3817204301,0.125,-0.07661290323,0.24445951631444007,1
subject_13,trial_61,ɽ,b,0.0770609319,0.1326164875,0.1553166069,-1.6145363814646698,1
subject_14,trial_61,ɽ,d,0.0770609319,0.1326164875,0.1553166069,0.1273314591426704,1
subject_15,trial_61,ɽ,g,0.0770609319,0.1326164875,0.1553166069,-0.5383197016130903,1
subject_16,trial_61,ɽ,p,0.0770609319,0.1326164875,0.1553166069,-1.1125081947960198,1
subject_17,trial_61,ɽ,t,0.0770609319,0.1326164875,0.1553166069,-0.09712090082286995,0
subject_18,trial_61,ɽ,k,0.0770609319,0.1326164875,0.1553166069,-1.78989514613954,0
subject_19,trial_61,ɽ,ð,0.0770609319,0.1326164875,0.1553166069,-0.44747281090639035,1
subject_20,trial_61,ɽ,ɾ,0.0770609319,0.1326164875,0.1553166069,0.24729505138737995,0
subject_21,trial_61,ʈ,t,0.3817204301,0.1827956989,-0.08870967742,0.1399831124832005,1
subject_22,trial_61,ʈ,d,0.3817204301,0.1827956989,-0.08870967742,-0.2624025579279401,1
subject_23,trial_61,ɣ,g,0.2367172676,0.1385199241,0.1266603416,0.07222050747409003,0
subject_24,trial_61,ɣ,k,0.2367172676,0.1385199241,0.1266603416,-0.5383197016130903,1
subject_25,trial_61,ɣ,h,0.2367172676,0.1385199241,0.1266603416,-0.38921941048690023,1
subject_26,trial_61,x,k,0.295436664,0.1931348222,-0.03618134263,-0.36795391487243023,1
subject_27,trial_61,x,h,0.295436664,0.1931348222,-0.03618134263,0.2886512920025499,1
subject_28,trial_61,x,s,0.295436664,0.1931348222,-0.03618134263,-0.8716119681921399,0
subject_29,trial_61,x,ʃ,0.295436664,0.1931348222,-0.03618134263,-0.6083012001128001,1
subject_30,trial_61,bʰ,b,0.01668520578,0.1062291435,0.1683644595,0.06188531789265994,1
subject_1,trial_62,bʰ,d,0.01668520578,0.1062291435,0.1683644595,-0.6642842616050801,0
subject_2,trial_62,bʰ,g,0.01668520578,0.1062291435,0.1683644595,-0.6536219014136302,1
subject_3,trial_62,bʰ,p,0.01668520578,0.1062291435,0.1683644595,-0.21983726570349926,1
subject_4,trial_62,bʰ,t,0.01668520578,0.1062291435,0.1683644595,-0.8564098683754402,0
subject_5,trial_62,bʰ,k,0.01668520578,0.1062291435,0.1683644595,-0.8564098683754402,1
subject_6,trial_62,bʰ,v,0.01668520578,0.1062291435,0.1683644595,-0.32469559064381937,1
subject_7,trial_62,d̪ʰ,b,0.2001093494,0.1550027337,0.2191323693,-0.5392456792684497,1
subject_8,trial_62,d̪ʰ,d,0.2001093494,0.1550027337,0.2191323693,0.30164056720466004,1
subject_9,trial_62,d̪ʰ,g,0.2001093494,0.1550027337,0.2191323693,-0.5351366496659202,0
subject_10,trial_62,d̪ʰ,p,0.2001093494,0.1550027337,0.2191323693,-0.91295934236769,0
subject_11,trial_62,d̪ʰ,t,0.2001093494,0.1550027337,0.2191323693,-0.11503790598642993,1
subject_12,trial_62,d̪ʰ,k,0.2001093494,0.1550027337,0.2191323693,-0.72666523095823,1
subject_13,trial_62,d̪ʰ,ð,0.2001093494,0.1550027337,0.2191323693,-0.27898720356059004,1
subject_14,trial_62,ɖ,b,0.3817204301,0.1693548387,0.03225806452,-0.4782646569111302,1
subject_15,trial_62,ɖ,d,0.3817204301,0.1693548387,0.03225806452,0.17303232959971027,1
subject_16,trial_62,ɖ,g,0.3817204301,0.1693548387,0.03225806452,-0.6205589829248996,0
subject_17,trial_62,ɖ,p,0.3817204301,0.1693548387,0.03225806452,-0.8560023026263899,1
subject_18,trial_62,ɖ,t,0.3817204301,0.1693548387,0.03225806452,-0.2766760438139597,1
subject_19,trial_62,ɖ,k,0.3817204301,0.1693548387,0.03225806452,-0.9161582600343396,0
subject_20,trial_62,ɖ,ð,0.3817204301,0.1693548387,0.03225806452,-0.5885329657906304,1
subject_21,trial_62,ɖʰ,b,0.04786680541,0.08532778356,0.2474881015,-0.6880819151426705,1
subject_22,trial_62,ɖʰ,d,0.04786680541,0.08532778356,0.2474881015,0.20167511999016963,1
subject_23,trial_62,ɖʰ,g,0.04786680541,0.08532778356,0.2474881015,-0.5454183939365498,1
subject_24,trial_62,ɖʰ,p,0.04786680541,0.08532778356,0.2474881015,-0.8347154444039999,1
subject_25,trial_62,ɖʰ,t,0.04786680541,0.08532778356,0.2474881015,-0.3368152204949002,1
subject_26,trial_62,ɖʰ,k,0.04786680541,0.08532778356,0.2474881015,-0.7709263319759998,1
subject_27,trial_62,ɖʰ,ð,0.04786680541,0.08532778356,0.2474881015,-0.11512523452443002,1
subject_28,trial_62,dʒʰ,d,0.01668520578,0.1062291435,0.1239388795,-0.4337021906059393,1
subject_29,trial_62,dʒʰ,z,0.01668520578,0.1062291435,0.1239388795,-0.6711625586113801,1
subject_30,trial_62,dʒʰ,t,0.01668520578,0.1062291435,0.1239388795,-0.76136525128921,1
subject_1,trial_63,dʒʰ,s,0.01668520578,0.1062291435,0.1239388795,-0.7233715363913,1
subject_2,trial_63,dʒʰ,d͡ʒ,0.01668520578,0.1062291435,0.1239388795,0.24729505138737995,1
subject_3,trial_63,dʒʰ,t͡ʃ,0.01668520578,0.1062291435,0.1239388795,-0.3776279406275602,1
subject_4,trial_63,ɡʰ,b,0.01668520578,0.1062291435,0.1516694963,-0.44747281090639035,1
subject_5,trial_63,ɡʰ,d,0.01668520578,0.1062291435,0.1516694963,-0.45203414309149004,0
subject_6,trial_63,ɡʰ,g,0.01668520578,0.1062291435,0.1516694963,0.20167511999016963,1
subject_7,trial_63,ɡʰ,p,0.01668520578,0.1062291435,0.1516694963,-0.7803948123287303,1
subject_8,trial_63,ɡʰ,t,0.01668520578,0.1062291435,0.1516694963,-0.96652040763977,1
subject_9,trial_63,ɡʰ,k,0.01668520578,0.1062291435,0.1516694963,-0.0721818889485899,1
subject_10,trial_63,ɳ,n,0.3817204301,0.125,-0.07661290323,0.5488773405907104,1
subject_11,trial_63,ɳ,j,0.3817204301,0.125,-0.07661290323,0.24445951631444007,1
subject_12,trial_63,ɽ,b,0.0770609319,0.1326164875,0.1553166069,-1.6145363814646698,0
subject_13,trial_63,ɽ,d,0.0770609319,0.1326164875,0.1553166069,0.1273314591426704,1
subject_14,trial_63,ɽ,g,0.0770609319,0.1326164875,0.1553166069,-0.5383197016130903,1
subject_15,trial_63,ɽ,p,0.0770609319,0.1326164875,0.1553166069,-1.1125081947960198,0
subject_16,trial_63,ɽ,t,0.0770609319,0.1326164875,0.1553166069,-0.09712090082286995,1
subject_17,trial_63,ɽ,k,0.0770609319,0.1326164875,0.1553166069,-1.78989514613954,1
subject_18,trial_63,ɽ,ð,0.0770609319,0.1326164875,0.1553166069,-0.44747281090639035,1
subject_19,trial_63,ɽ,ɾ,0.0770609319,0.1326164875,0.1553166069,0.24729505138737995,0
subject_20,trial_63,ʈ,t,0.3817204301,0.1827956989,-0.08870967742,0.1399831124832005,1
subject_21,trial_63,ʈ,d,0.3817204301,0.1827956989,-0.08870967742,-0.2624025579279401,1
subject_22,trial_63,ɣ,g,0.2367172676,0.1385199241,0.1266603416,0.07222050747409003,0
subject_23,trial_63,ɣ,k,0.2367172676,0.1385199241,0.1266603416,-0.5383197016130903,1
subject_24,trial_63,ɣ,h,0.2367172676,0.1385199241,0.1266603416,-0.38921941048690023,1
subject_25,trial_63,x,k,0.295436664,0.1931348222,-0.03618134263,-0.36795391487243023,1
subject_26,trial_63,x,h,0.295436664,0.1931348222,-0.03618134263,0.2886512920025499,1
subject_27,trial_63,x,s,0.295436664,0.1931348222,-0.03618134263,-0.8716119681921399,1
subject_28,trial_63,x,ʃ,0.295436664,0.1931348222,-0.03618134263,-0.6083012001128001,1
subject_29,trial_63,bʰ,b,0.01668520578,0.1062291435,0.1683644595,0.06188531789265994,1
subject_30,trial_63,bʰ,d,0.01668520578,0.1062291435,0.1683644595,-0.6642842616050801,0
subject_1,trial_64,bʰ,g,0.01668520578,0.1062291435,0.1683644595,-0.6536219014136302,0
subject_2,trial_64,bʰ,p,0.01668520578,0.1062291435,0.1683644595,-0.21983726570349926,0
subject_3,trial_64,bʰ,t,0.01668520578,0.1062291435,0.1683644595,-0.8564098683754402,0
subject_4,trial_64,bʰ,k,0.01668520578,0.1062291435,0.1683644595,-0.8564098683754402,1
subject_5,trial_64,bʰ,v,0.01668520578,0.1062291435,0.1683644595,-0.32469559064381937,1
subject_6,trial_64,d̪ʰ,b,0.2001093494,0.1550027337,0.2191323693,-0.5392456792684497,1
subject_7,trial_64,d̪ʰ,d,0.2001093494,0.1550027337,0.2191323693,0.30164056720466004,1
subject_8,trial_64,d̪ʰ,g,0.2001093494,0.1550027337,0.2191323693,-0.5351366496659202,0
subject_9,trial_64,d̪ʰ,p,0.2001093494,0.1550027337,0.2191323693,-0.91295934236769,0
subject_10,trial_64,d̪ʰ,t,0.2001093494,0.1550027337,0.2191323693,-0.11503790598642993,1
subject_11,trial_64,d̪ʰ,k,0.2001093494,0.1550027337,0.2191323693,-0.72666523095823,1
subject_12,trial_64,d̪ʰ,ð,0.2001093494,0.1550027337,0.2191323693,-0.27898720356059004,1
subject_13,trial_64,ɖ,b,0.3817204301,0.1693548387,0.03225806452,-0.4782646569111302,1
subject_14,trial_64,ɖ,d,0.3817204301,0.1693548387,0.03225806452,0.17303232959971027,0
subject_15,trial_64,ɖ,g,0.3817204301,0.1693548387,0.03225806452,-0.6205589829248996,1
subject_16,trial_64,ɖ,p,0.3817204301,0.1693548387,0.03225806452,-0.8560023026263899,1
subject_17,trial_64,ɖ,t,0.3817204301,0.1693548387,0.03225806452,-0.2766760438139597,1
subject_18,trial_64,ɖ,k,0.3817204301,0.1693548387,0.03225806452,-0.9161582600343396,1
subject_19,trial_64,ɖ,ð,0.3817204301,0.1693548387,0.03225806452,-0.5885329657906304,1
subject_20,trial_64,ɖʰ,b,0.04786680541,0.08532778356,0.2474881015,-0.6880819151426705,1
subject_21,trial_64,ɖʰ,d,0.04786680541,0.08532778356,0.2474881015,0.20167511999016963,1
subject_22,trial_64,ɖʰ,g,0.04786680541,0.08532778356,0.2474881015,-0.5454183939365498,1
subject_23,trial_64,ɖʰ,p,0.04786680541,0.08532778356,0.2474881015,-0.8347154444039999,1
subject_24,trial_64,ɖʰ,t,0.04786680541,0.08532778356,0.2474881015,-0.3368152204949002,1
subject_25,trial_64,ɖʰ,k,0.04786680541,0.08532778356,0.2474881015,-0.7709263319759998,1
subject_26,trial_64,ɖʰ,ð,0.04786680541,0.08532778356,0.2474881015,-0.11512523452443002,1
subject_27,trial_64,dʒʰ,d,0.01668520578,0.1062291435,0.1239388795,-0.4337021906059393,1
subject_28,trial_64,dʒʰ,z,0.01668520578,0.1062291435,0.1239388795,-0.6711625586113801,0
subject_29,trial_64,dʒʰ,t,0.01668520578,0.1062291435,0.1239388795,-0.76136525128921,1
subject_30,trial_64,dʒʰ,s,0.01668520578,0.1062291435,0.1239388795,-0.7233715363913,0
subject_1,trial_65,dʒʰ,d͡ʒ,0.01668520578,0.1062291435,0.1239388795,0.24729505138737995,1
subject_2,trial_65,dʒʰ,t͡ʃ,0.01668520578,0.1062291435,0.1239388795,-0.3776279406275602,1
subject_3,trial_65,ɡʰ,b,0.01668520578,0.1062291435,0.1516694963,-0.44747281090639035,1
subject_4,trial_65,ɡʰ,d,0.01668520578,0.1062291435,0.1516694963,-0.45203414309149004,1
subject_5,trial_65,ɡʰ,g,0.01668520578,0.1062291435,0.1516694963,0.20167511999016963,1
subject_6,trial_65,ɡʰ,p,0.01668520578,0.1062291435,0.1516694963,-0.7803948123287303,0
subject_7,trial_65,ɡʰ,t,0.01668520578,0.1062291435,0.1516694963,-0.96652040763977,1
subject_8,trial_65,ɡʰ,k,0.01668520578,0.1062291435,0.1516694963,-0.0721818889485899,1
subject_9,trial_65,ɳ,n,0.3817204301,0.125,-0.07661290323,0.5488773405907104,1
subject_10,trial_65,ɳ,j,0.3817204301,0.125,-0.07661290323,0.24445951631444007,1
subject_11,trial_65,ɽ,b,0.0770609319,0.1326164875,0.1553166069,-1.6145363814646698,1
subject_12,trial_65,ɽ,d,0.0770609319,0.1326164875,0.1553166069,0.1273314591426704,1
subject_13,trial_65,ɽ,g,0.0770609319,0.1326164875,0.1553166069,-0.5383197016130903,1
subject_14,trial_65,ɽ,p,0.0770609319,0.1326164875,0.1553166069,-1.1125081947960198,1
subject_15,trial_65,ɽ,t,0.0770609319,0.1326164875,0.1553166069,-0.09712090082286995,1
subject_16,trial_65,ɽ,k,0.0770609319,0.1326164875,0.1553166069,-1.78989514613954,1
subject_17,trial_65,ɽ,ð,0.0770609319,0.1326164875,0.1553166069,-0.44747281090639035,1
subject_18,trial_65,ɽ,ɾ,0.0770609319,0.1326164875,0.1553166069,0.24729505138737995,1
subject_19,trial_65,ʈ,t,0.3817204301,0.1827956989,-0.08870967742,0.1399831124832005,1
subject_20,trial_65,ʈ,d,0.3817204301,0.1827956989,-0.08870967742,-0.2624025579279401,0
